902;7596
434;2084
929;7382
829;8036
781;5234
660;5296
353;2759
203;6236
664;5634
267;5008
300;821
589;4913
995;5513
159;1329
859;6736
20;4295
587;7009
217;6272
819;2515
261;5124
52;8020
301;5041
641;1188
0;3257
466;9462
240;5098
233;2161
813;7356
609;5400
105;8055
468;2360
184;3858
864;1157
58;6954
69;6747
272;6622
366;938
778;9731
389;4053
801;6991
567;7202
216;8258
287;2149
835;7898
37;5255
344;275
29;1064
635;4991
685;5844
405;6473
714;91
320;8668
638;3373
955;942
271;7560
867;2337
847;650
548;4685
116;4544
867;3456
50;2531
755;5464
433;5711
473;4352
174;6060
974;1213
813;6567
576;8890
399;5576
212;7610
231;3560
271;4910
561;5519
667;1711
132;1518
672;7979
432;8903
111;6350
460;3161
538;4016
593;951
794;6220
670;8056
330;5860
680;5365
642;8182
334;2580
549;4047
792;5918
438;76
663;6228
946;9017
229;6886
816;3925
999;6246
645;883
487;8684
414;7141
547;5274
471;4811
784;8035
157;8789
825;5851
737;5240
481;9635
889;7755
554;2863
871;5695
172;8703
882;2729
646;9038
417;1412
981;5760
320;8371
286;3999
401;128
694;1843
31;8407
194;3881
33;8303
599;1817
837;8224
368;4246
714;6862
197;2205
780;2965
426;4367
57;2416
397;444
602;1213
865;278
601;7515
726;9307
626;7635
836;9514
681;2565
577;7250
495;8991
460;5090
1;6825
337;6560
338;6205
906;3283
77;9929
751;3277
166;9858
748;1938
930;6211
233;2080
894;5279
980;20
514;65
494;3933
828;6141
350;6752
541;521
430;9398
265;700
566;4216
949;1922
780;9823
24;8874
466;6756
491;9121
833;6982
925;5629
776;954
5;6058
190;4614
100;6852
33;6633
76;4953
650;1704
637;9023
733;1209
997;8086
462;6343
883;7950
849;5748
939;5197
980;534
616;3323
41;9473
242;2555
245;3472
658;2827
829;8622
743;6129
992;5127
362;7537
424;6537
622;9272
19;5754
94;3885
655;2623
434;6772
2;8691
510;3815
257;4344
99;4126
248;7185
65;9496
286;5168
153;7567
866;300
89;8436
793;5919
848;9346
98;2824
477;1442
475;6900
887;1395
181;3226
126;4721
877;521
921;9167
586;7990
820;4255
545;2747
426;4230
145;5351
749;5628
560;2155
936;1411
231;5219
339;333
287;6220
522;9203
634;8028
695;8513
904;5720
225;7478
826;9063
298;4816
998;7186
410;8079
435;3958
62;3444
78;593
870;9667
754;8202
872;5521
146;9036
88;7810
72;2462
156;263
471;3854
433;2484
355;550
211;5931
884;1610
679;8216
659;3030
713;8369
179;8828
66;8116
97;3056
813;9962
253;4116
230;8682
353;9329
771;3830
851;5739
146;2556
621;1601
504;5190
38;166
388;9860
630;3181
974;4253
635;6759
474;4979
856;6800
605;5759
765;688
34;4552
376;3587
911;5146
460;1905
874;9636
319;7778
803;85
789;2358
557;4160
41;8332
76;9552
494;2775
479;319
30;6525
75;1004
225;1088
388;6998
54;1047
496;3685
436;5964
192;4304
474;9015
99;9913
206;2149
395;5450
925;406
356;2609
255;2345
133;5126
147;8818
534;9193
84;6601
194;5435
290;697
777;1127
771;3943
237;4345
183;5862
423;9591
96;5432
584;4658
544;7183
658;9424
829;5350
88;9449
259;2485
290;1935
987;5429
950;9637
770;8464
598;5075
557;411
521;6973
428;5462
939;9117
884;9404
38;4022
438;5461
496;7306
628;2997
557;4486
532;9552
366;3171
842;7845
985;2838
74;6967
575;9793
988;9716
41;662
486;5398
309;6481
461;9154
761;5308
31;6804
535;5878
921;1646
595;2854
782;7467
308;5623
596;1329
855;6
809;1146
507;2077
730;5758
932;6847
871;6969
492;5439
904;9436
135;3950
463;4445
547;8602
252;6442
642;3546
667;5529
164;2633
354;5131
77;9879
172;2664
31;5966
407;8857
635;8656
850;6814
492;1628
96;8375
46;4413
466;2833
903;4306
171;7036
421;596
900;3621
734;46
666;7188
677;6268
512;3062
281;8384
91;1350
680;9139
321;258
841;2844
370;6708
334;9013
978;7267
140;891
218;2221
322;6391
458;4812
29;3129
716;4236
444;6103
191;5021
241;4034
44;332
501;1753
471;8294
415;9649
772;8684
700;4967
286;5737
936;7198
688;9730
780;1195
159;2471
841;154
961;8570
403;4121
832;1633
884;3438
834;353
77;3941
164;857
732;9688
788;618
435;9206
750;5790
988;9321
138;9656
826;1604
184;4578
381;4801
873;538
999;7079
119;713
939;2882
49;1786
78;8018
804;237
107;6716
56;5094
149;1174
492;5037
911;2037
123;9205
430;1498
522;6973
407;2051
868;1388
150;4210
447;6447
979;7798
657;7257
253;9483
69;628
140;8616
547;5770
735;1774
72;9610
124;7913
879;6248
902;2317
823;1035
409;7724
282;9427
588;2790
930;9715
149;3832
770;8322
457;8893
667;474
889;6205
398;3304
42;6041
580;6974
588;8215
616;4359
637;5092
563;4988
812;6772
123;3229
148;1763
119;4598
564;5821
530;8916
295;8038
297;6443
492;6287
391;1954
329;8369
787;6499
11;3273
419;6
979;5050
540;2590
715;991
552;9566
763;9214
94;7860
305;3794
991;4655
601;119
337;330
164;9636
312;2527
989;2587
889;5295
926;6527
683;1340
668;427
204;9787
513;6787
94;397
316;4383
265;6504
106;7006
284;853
196;1043
512;6750
85;3976
124;5317
319;5511
844;3928
382;666
686;7480
90;9177
646;1997
329;8207
26;3905
46;3125
451;4556
1;8221
270;1137
471;3212
530;4273
513;8284
216;6810
40;9780
261;1126
632;789
37;4077
907;7407
779;3829
440;1245
458;2521
339;1077
864;3861
0;2638
717;7919
291;7741
260;512
453;7336
89;9999
323;8585
732;7496
379;614
154;7756
312;3858
922;5816
498;9013
975;7554
180;7336
14;9475
416;4096
849;8559
395;366
425;6374
59;8635
481;8162
942;8764
262;884
261;8128
914;4141
585;9476
58;5481
868;2838
924;3632
109;8130
107;1484
115;5167
50;8229
16;2319
95;9001
646;7884
689;827
635;1953
216;3990
927;5627
924;8518
955;6668
458;7174
251;7628
210;9250
96;5361
637;2257
662;8062
719;2296
789;7128
772;3930
265;2957
441;7713
454;4498
269;6539
590;8962
134;4657
22;6492
135;9527
159;5529
975;7990
361;7548
289;8839
699;9466
488;9059
609;730
188;3784
569;8432
793;7408
597;8822
302;3626
501;6937
97;8564
934;5522
635;3621
178;2806
652;2872
583;5073
211;4442
178;1211
912;3294
841;3661
372;101
642;7479
627;2644
494;9295
542;724
434;9361
335;105
394;7729
771;8406
513;736
330;8188
102;4915
168;2127
713;4036
28;8935
951;2494
708;9572
234;1233
2;2215
271;7680
834;3274
263;3339
91;4951
364;4898
505;7315
908;6141
600;3691
317;4266
467;1880
421;8010
77;1889
801;8056
603;6745
829;9920
185;8220
677;3826
331;1082
601;9615
661;305
15;445
493;1747
338;2698
192;5225
844;8026
553;6235
225;1281
806;1709
404;5254
701;2051
319;4614
507;3453
264;3592
143;1523
967;7454
168;8305
300;2585
743;2217
53;4387
189;1182
621;1870
45;5215
406;7738
736;2511
291;2426
108;2018
554;8548
721;8101
389;6746
587;5616
815;2113
194;792
362;5688
831;9852
65;9220
897;7815
814;3426
183;1974
876;2595
938;3185
979;9321
842;6430
954;6528
804;5236
872;3880
986;9416
433;2251
706;2661
107;1186
63;6527
794;4455
194;2407
246;2986
533;2358
230;4451
98;4013
796;2598
880;6334
325;6063
868;3633
706;9629
826;4345
185;8979
109;302
913;2314
192;9400
722;1114
566;7585
326;5952
0;4490
242;7052
708;8609
815;7694
64;4788
114;1713
136;6486
384;3074
405;6939
594;6898
574;702
193;7462
271;6294
498;3152
629;9227
266;7327
301;1093
112;7277
335;4062
493;6896
341;8886
752;1095
275;7822
553;5166
755;3440
74;4605
150;4965
628;7701
965;7160
327;5421
593;9658
300;3406
513;9899
910;2010
100;9763
624;7934
466;4790
534;4005
935;8623
22;6105
509;9387
888;4625
643;304
86;7578
907;4462
992;7794
927;7511
292;8902
611;9360
908;8310
739;7228
175;9649
725;6407
402;3043
299;2573
844;1442
126;7856
195;4197
358;3412
863;2483
140;2020
928;3913
554;4880
579;8583
312;6037
411;732
582;7214
180;833
119;4414
726;7134
837;6675
367;6939
549;4861
116;7647
210;2763
15;5430
964;8952
92;3744
184;1965
96;4164
684;4916
394;2685
747;8457
916;8622
861;7453
484;2604
188;4872
285;5478
136;1200
678;9077
946;4347
193;5718
57;1248
510;8371
995;7542
478;6600
518;9602
997;4767
388;9894
879;5090
174;3731
779;964
491;9282
155;4685
948;9557
776;3654
693;1534
524;2690
128;7264
619;3211
601;1785
117;6935
347;6165
553;9052
998;177
797;2825
77;3675
224;8810
43;6329
871;5072
631;6957
301;7067
65;199
434;9158
767;8545
958;7142
381;7948
226;5286
507;2651
538;8299
386;3221
372;5965
843;8891
208;8998
349;2994
572;7465
50;5547
685;8157
107;6131
197;2122
932;2307
580;4768
949;7804
590;5727
294;3999
518;2481
257;7779
824;9105
715;8977
148;2224
582;7008
633;3712
554;56
268;9735
515;4881
955;7209
302;5051
321;1615
962;357
189;9841
65;6757
768;4904
769;3942
144;9993
196;5918
468;1943
724;6184
518;5907
148;8203
320;8196
581;7190
815;293
380;7472
517;7846
363;3056
503;392
116;488
131;5924
41;9538
532;9806
610;4198
95;6095
221;864
930;3863
145;3403
903;8421
954;4345
426;4373
702;8462
104;5415
400;7171
203;2855
362;6181
205;2390
258;9921
57;5615
629;1279
370;8498
541;3963
350;1030
828;1546
969;7480
754;3255
311;485
436;8708
549;322
946;1867
200;2184
596;9760
563;788
827;1833
520;3195
890;9771
36;4542
440;5911
650;6600
587;9920
686;7319
417;4749
380;9752
135;3258
598;1802
998;6929
868;6287
599;3659
886;2641
207;8407
811;777
137;9620
198;2887
797;2215
196;2094
824;7542
26;3966
332;4999
792;6973
231;3398
66;1502
931;9352
578;7238
754;5258
506;319
370;4618
319;1917
543;919
10;4689
598;548
166;4023
229;5072
540;3113
714;7772
773;270
957;4531
563;7722
325;1282
57;6963
780;6661
520;1496
355;8625
666;4744
397;9613
725;3108
657;5435
264;9257
804;5123
580;5684
927;9884
25;2727
660;9371
370;9651
313;1766
700;3010
361;9984
606;6345
353;9981
408;633
833;5089
503;2253
708;3577
896;9790
756;3816
897;9669
459;4919
226;2749
153;9426
784;1404
545;2191
239;7945
151;7966
432;8333
173;6648
173;4485
801;4594
158;6553
830;659
194;8775
138;3424
291;8206
286;4146
967;867
622;3572
964;5530
91;8626
60;4307
298;7660
902;9750
73;7741
633;5120
292;2964
131;4222
183;8528
153;7322
970;3344
506;689
385;2636
941;4621
905;7510
600;4029
246;4397
366;9478
299;2286
690;2250
314;2760
745;1848
877;9922
481;7689
805;5114
971;3233
568;9714
39;3844
479;570
428;8791
147;3085
379;9268
308;4393
239;4980
518;4414
178;9062
396;7337
590;1536
415;9871
712;4551
493;5412
144;5780
687;33
55;4336
546;8571
910;6481
823;3246
14;4714
461;2063
298;6665
993;6005
14;9597
830;6911
213;5038
206;8560
195;172
828;1205
529;2591
943;917
820;8564
46;9792
706;7124
763;7105
904;3583
872;4457
322;3030
716;6292
821;4216
715;1150
471;8027
114;5215
539;9308
196;4130
999;9595
516;9449
782;6194
724;2917
133;7302
872;5780
991;6071
180;1129
447;9417
471;9620
250;3254
428;5364
470;9674
693;502
614;6423
779;3410
250;6564
83;4417
122;9267
854;2732
224;333
972;4114
811;2995
587;6164
844;6956
334;7399
125;1637
596;3034
166;2183
847;1357
973;6186
466;5814
818;8821
231;4432
861;1531
632;7998
175;9177
944;193
581;299
93;5422
715;4401
490;6803
782;148
74;9536
185;3832
194;8849
803;6378
358;3725
630;2518
827;8065
802;2703
739;1853
787;1051
795;4637
229;4346
950;4349
649;1896
621;215
336;9855
169;5843
527;2129
96;9001
850;672
194;3301
402;8305
254;4006
818;1824
107;8866
358;4039
406;2935
934;2546
555;755
549;9780
389;4153
382;6419
7;3573
163;9181
627;7355
187;6537
976;3422
999;4509
725;825
131;4729
130;8246
178;9802
584;4365
597;4285
449;2509
501;207
690;2993
302;7214
356;8904
557;9238
622;4606
230;2380
93;4678
316;2992
575;2870
440;8797
355;4301
374;1256
915;2076
961;9153
910;4301
442;6881
941;7510
629;5516
540;9935
675;476
749;4584
405;6225
261;1688
955;2820
632;4103
870;985
304;6803
747;5715
261;9848
648;9996
134;3859
860;8636
307;2315
390;8693
829;9757
671;8725
84;4904
630;4831
317;1807
966;8040
902;1862
519;5626
280;9232
153;5108
704;5058
652;6314
144;9426
788;2964
678;9221
527;6590
184;733
157;4808
209;4819
852;8124
934;3687
589;2266
268;2977
254;407
864;8743
745;1605
6;482
118;2981
350;7964
996;8713
114;9605
984;5228
61;1345
298;7373
349;9005
724;7013
153;3617
418;7005
714;5576
420;3288
305;8623
731;985
632;489
314;1492
947;3074
545;5708
714;6410
102;3410
150;162
288;6522
268;817
434;6137
222;263
924;8784
286;5558
169;9984
453;6866
138;486
314;9268
232;9710
574;6297
76;9163
948;3255
199;3329
798;661
898;5193
464;7156
493;8662
75;2091
706;7123
448;780
955;8029
713;1484
232;4681
433;2991
514;3217
400;9694
871;549
706;8428
210;2819
683;1799
869;4546
632;59
120;2008
442;1574
593;964
544;115
685;8451
330;5605
561;1152
492;1698
884;4486
994;8743
432;5972
132;1025
671;9626
37;5929
191;4232
865;3779
178;6338
278;6910
949;5677
993;4991
471;7739
295;8835
477;7010
735;7706
188;7429
730;8503
222;3565
215;1502
753;4814
995;2413
390;7257
476;7267
500;2192
46;1376
421;1711
189;8613
907;3684
141;6066
754;7943
996;9998
213;8269
649;1301
661;8456
278;8422
207;577
4;8415
541;671
109;3998
837;4272
918;3958
706;4419
300;2902
6;5775
251;8893
820;5017
57;4256
368;5730
515;9135
468;3004
375;2616
379;6891
924;8742
811;887
611;2678
366;1127
520;2937
863;2030
855;2516
872;7899
172;3136
253;1248
269;8038
861;2369
653;9728
252;6179
388;5394
382;310
828;6514
244;296
442;6839
80;1562
54;7588
328;141
712;1387
581;2391
882;3042
706;1974
433;2534
712;5436
783;2588
158;2354
786;6827
947;3082
937;1898
665;7191
113;792
430;3950
163;9629
807;2708
89;9465
728;1641
89;4075
973;5267
113;2330
96;5808
156;8564
977;8683
655;8652
54;1960
775;7132
621;4803
116;1208
951;6990
938;8564
809;4933
488;6705
598;7694
703;4544
347;7616
784;6627
408;6446
311;5889
980;7594
689;2394
763;5179
85;5122
250;1571
595;9663
428;9824
842;197
578;4822
110;6987
89;8075
150;1034
958;931
741;7288
885;3364
623;1357
450;2679
407;9187
832;7105
956;6927
174;371
791;6152
187;4226
440;4189
207;5892
702;9478
643;3609
969;8378
728;4182
526;1154
96;9145
143;5143
496;3431
658;1434
871;62
309;9549
112;2507
128;23
704;205
919;7184
169;7723
812;4558
788;2103
954;7960
767;4724
525;8428
205;559
777;6410
150;3246
194;3750
352;2550
502;974
340;8643
573;6338
653;8171
22;4274
428;1439
380;3851
809;3881
282;5132
331;7367
952;6604
213;1623
701;6925
867;932
367;9521
505;8305
495;6303
324;5081
730;2353
738;3825
680;8415
515;2393
216;9686
360;3254
770;3540
59;1870
388;6830
983;1304
479;8846
874;9652
489;5752
148;6433
338;3228
744;6921
448;606
696;8007
914;3628
394;7049
743;4157
732;9059
64;6212
872;2876
384;5469
933;9806
402;8501
202;6293
903;8143
436;8773
143;2779
666;720
686;5518
623;3495
6;944
170;5085
901;1435
269;4082
607;5040
406;7346
750;607
382;6332
675;4719
779;9412
946;6564
443;5017
646;6046
359;4576
557;3742
224;2160
597;5009
87;7513
257;3824
610;8276
132;90
983;4640
535;0
590;3868
332;9159
703;5497
244;8549
773;7669
437;7930
143;1251
259;3245
181;6451
506;7103
678;1365
673;7085
918;4856
871;5855
670;9386
18;2998
292;7806
293;2370
852;3282
539;6310
439;6909
344;8746
452;7102
411;6700
39;1787
207;7951
802;8893
570;9545
598;1196
280;534
583;9073
814;1109
316;5101
669;4907
809;7784
846;1392
958;1889
552;2032
707;2114
326;8690
579;5159
863;719
262;7154
709;645
402;3210
224;1081
902;6652
77;2711
797;7507
373;4589
964;5091
387;8600
27;8491
967;9337
453;9372
151;9349
7;3235
434;1357
295;7308
970;6288
443;3950
18;6567
217;2868
34;3827
861;1634
860;7111
127;669
859;3214
606;816
1;2021
481;5324
943;5072
185;5889
511;4146
112;4097
808;1285
521;8060
257;2713
478;7979
692;4104
62;3099
903;3435
318;5773
556;8901
67;611
921;2527
341;4308
205;9102
100;454
182;5255
92;7360
985;4000
390;8291
438;3539
318;3759
846;1704
791;4109
246;4152
745;3585
339;2901
83;4455
732;747
218;393
224;1940
186;3722
604;9353
859;2664
414;5439
777;4325
504;8769
505;8230
731;1769
653;9363
439;1644
139;4066
462;9101
710;3373
294;737
265;8242
120;8597
935;1150
264;2591
810;5718
630;2352
229;2803
271;3938
361;5235
328;2180
547;615
60;172
433;4351
523;6114
117;8903
317;3346
180;5401
547;9299
188;6038
885;3663
537;8846
822;7486
127;3773
692;890
888;765
610;8322
371;8067
535;7686
235;980
359;1331
872;592
163;7914
677;2245
95;4143
228;7918
60;9795
255;1500
141;9430
41;9766
892;7531
333;8437
73;3225
629;136
578;2946
752;137
982;4381
112;7817
93;8223
605;4240
182;783
988;7444
44;8624
926;1514
243;1544
752;3151
679;7069
241;3750
502;3423
954;1169
576;4847
896;1897
64;7582
2;5012
543;5541
735;3935
171;1431
989;3135
115;5124
236;1407
635;9705
414;610
332;7031
461;4349
779;1647
38;8940
410;1488
731;9370
964;7891
237;6415
273;1898
486;8979
486;2241
831;9218
985;172
909;1800
824;3166
385;3380
263;5156
232;2484
285;1474
510;9461
530;7675
209;1882
430;9394
510;842
935;741
182;3036
414;3989
123;7418
635;9606
647;4620
780;8746
386;5733
377;9603
333;5224
362;2016
162;6966
605;6974
302;2263
754;7922
782;3327
519;7213
254;9724
435;6011
766;1932
556;1782
251;6322
342;8953
672;2518
347;4087
192;7415
570;8604
410;6076
911;8274
292;8426
686;2690
557;322
60;8129
49;5773
992;7195
606;8286
229;6662
85;5826
987;103
301;5186
685;6000
542;7771
61;6122
999;1838
160;5724
106;7964
885;3987
620;154
394;1601
189;4026
676;6707
687;9357
0;2216
63;5041
285;6581
84;1840
815;4880
524;1317
18;8289
236;1163
231;971
185;1112
164;6037
628;4207
344;2878
973;5087
358;7909
25;8843
345;5199
772;3372
24;2730
154;7143
396;4494
137;171
368;5614
769;3782
606;9202
697;670
858;5976
495;2586
148;9010
611;7563
707;8094
992;7556
839;5906
920;204
650;8136
808;8643
101;7853
591;3509
194;7088
441;9436
375;5244
808;4800
358;1054
996;3865
787;6333
3;6226
606;4010
867;1939
736;8969
109;8744
884;2618
86;3605
120;6481
445;6773
808;638
403;9911
175;1526
570;9589
702;45
258;9531
664;4356
338;778
231;7042
341;4410
726;8007
36;4639
128;1577
461;1977
744;5753
232;360
508;3551
371;9616
153;1796
574;3496
495;1382
583;3145
407;4760
452;9405
833;7460
914;1932
576;7338
449;1753
858;7621
323;80
633;5967
514;3256
237;7812
588;7673
328;9645
991;664
997;6334
30;6069
723;7651
959;6282
455;9430
428;8236
735;2137
166;9698
575;8850
815;6262
366;4726
599;5731
980;7902
338;7025
13;8786
466;6414
104;8552
894;2478
498;1043
841;1808
22;9620
482;6907
871;4522
861;7291
58;854
44;5184
365;9391
621;6183
122;7231
388;4617
624;5924
298;9794
208;721
913;5479
838;1099
924;8901
157;3497
427;8861
26;2172
944;2960
657;3460
922;3103
740;4545
32;2394
476;4679
557;6625
904;4801
698;9109
200;1023
854;724
697;3630
967;7979
28;6924
902;4192
736;7659
718;4602
437;2198
213;9555
643;2265
102;5868
973;8367
616;5754
593;8711
967;5584
762;978
396;8819
393;2995
848;1420
201;4060
247;1315
469;3774
18;617
248;5945
999;2634
491;2294
934;5809
370;8550
283;7070
590;654
908;359
622;3632
659;6950
558;9094
652;3856
831;8967
722;897
774;1049
813;682
925;7801
78;3425
797;1411
825;8240
685;5212
250;1980
753;4912
100;8081
91;6328
251;5455
272;9235
647;2854
589;8736
417;1581
823;8116
661;365
505;6301
18;819
838;8931
589;5023
624;7567
144;9217
121;2139
915;8084
740;7031
590;6146
810;1678
779;6701
881;7089
247;85
370;2885
918;1890
728;1434
930;9760
820;1339
350;731
830;6283
338;5759
682;8751
844;1601
550;8777
914;1652
895;4343
994;9690
168;348
230;8799
459;5664
64;9948
694;2740
658;8586
25;3582
662;7518
902;6542
230;6780
827;2702
466;1623
359;8362
146;3337
790;3369
926;5965
102;8024
731;7733
917;6751
970;5795
229;7527
654;5126
368;7500
913;2295
316;747
671;4942
113;301
35;7683
11;7964
720;2048
57;4727
389;840
894;7974
378;5159
901;9070
962;2114
638;4117
801;1462
342;294
312;1415
647;5884
251;8689
70;7342
227;2429
529;1611
780;3659
161;4527
649;1665
670;7144
531;8742
164;5332
23;3431
968;5335
564;2066
610;7392
944;7359
820;2960
604;6200
934;6222
125;9195
824;939
908;2796
977;8935
245;4283
678;4294
700;4883
622;3754
574;6984
170;8541
903;7654
161;6302
17;9830
70;9227
479;115
295;2194
810;6733
720;7399
864;2107
998;376
481;5651
384;3027
4;237
990;6298
489;7191
204;3641
137;7531
642;4646
781;9121
45;5992
515;1976
346;551
252;6302
162;4549
804;1442
93;8894
570;1772
718;4176
162;826
346;7078
49;6636
543;7045
74;3614
250;8448
673;3355
760;3044
632;9203
432;780
543;2580
277;3137
231;4861
357;9707
307;917
51;5134
111;2810
709;9636
755;1320
410;6698
440;3401
678;399
165;9497
302;9475
284;8168
856;4182
826;2367
868;2361
591;8129
806;9367
899;1955
921;4409
320;9058
271;418
613;9687
981;5225
579;8723
403;9249
364;4380
131;3017
770;5756
117;2933
920;9150
824;7494
874;7717
884;8347
848;6685
532;2900
150;5303
322;5901
883;5465
199;8464
159;2378
683;5433
444;9377
771;6930
964;1801
923;5823
40;4338
14;1027
583;8041
451;604
451;3503
457;1563
976;3636
464;7714
119;7545
311;8413
553;8164
11;3499
517;1073
215;2948
817;6774
983;2922
170;8137
307;2420
334;7447
239;8671
328;6027
376;129
232;4324
977;6760
540;2527
141;1801
312;1904
63;5076
989;7427
984;2839
128;819
54;358
769;2386
243;8127
996;3019
868;3474
698;6237
560;4460
449;7733
641;7374
660;8363
5;1294
224;9881
488;7872
47;9015
565;6980
656;7314
924;5708
116;1990
161;5971
74;8754
196;28
433;761
632;3202
990;4205
310;4626
566;8336
318;3357
819;4465
562;3688
955;742
457;8282
585;767
638;8429
885;4006
890;685
798;2565
192;7372
500;3084
9;4644
361;4676
919;5091
669;4098
27;2130
990;3867
10;5074
951;1188
186;8736
189;5711
233;1011
122;6118
297;1812
973;9423
363;9764
885;186
746;6786
696;8062
170;1509
318;4734
580;4568
238;1790
256;8639
940;1983
544;6118
457;9858
709;1168
329;1505
338;6796
937;6538
55;984
153;5010
708;3522
701;758
104;9613
506;4135
864;2421
807;7451
638;4750
83;1621
775;8796
457;8319
536;9465
954;6481
48;4673
553;4985
966;8015
879;3923
247;6450
577;890
428;2804
238;324
309;2018
614;3331
465;8487
980;1242
682;3644
650;4163
419;5385
418;2086
394;4445
13;1508
416;1033
729;5020
207;5133
910;8517
296;6239
47;2026
141;6962
577;9380
996;4620
259;7492
625;5326
179;701
395;2954
865;5387
134;327
106;1727
150;4928
239;3542
364;9098
538;4832
69;2947
326;7899
15;5667
395;1651
228;9299
739;2090
612;1814
442;4490
161;7056
754;3306
104;9732
634;9561
640;3035
578;1246
823;4012
689;4106
971;1592
157;9222
736;5974
74;2807
932;8651
858;7060
952;3814
380;4575
715;6428
787;3637
936;9563
67;8916
698;1420
634;6947
616;6972
202;510
117;4555
93;174
213;1652
783;9050
616;3824
678;3311
777;8153
640;3276
3;5770
973;5703
630;8193
131;7151
632;777
660;7486
105;5771
813;6107
774;8526
200;4465
57;6565
178;1038
692;6723
523;8144
737;8062
752;4213
533;6142
593;132
974;276
995;2239
698;5126
904;484
276;7626
881;6003
274;890
330;8308
434;8824
753;2486
549;6923
308;7496
810;9009
288;8365
162;7579
248;2771
610;2518
585;5677
404;4373
653;643
386;1178
776;3433
713;5743
521;412
432;4079
93;5889
983;6727
566;7754
417;8883
325;7408
495;239
736;5323
706;1086
630;1426
348;1573
232;4567
808;7044
697;696
40;9647
826;7092
907;4936
210;8136
185;2121
116;2325
634;3181
301;3514
879;5154
580;938
300;3140
245;9014
770;8733
782;6248
257;2124
376;2140
577;4574
216;4744
525;2775
862;1234
266;7202
962;5983
729;5409
40;5166
575;1887
254;8703
602;601
118;3743
126;9376
62;3718
850;8364
339;2284
619;3349
601;6554
912;4004
278;3645
905;7797
665;1626
858;7255
8;8098
302;1438
575;6353
953;2600
581;968
121;4341
656;7418
824;7704
567;6658
775;7475
29;6550
408;3050
939;923
948;9989
586;1566
322;902
561;9580
844;508
862;2307
280;3661
297;1947
439;5779
106;105
568;3246
415;4022
802;6768
844;2879
67;6677
916;1216
607;3286
60;4714
874;7410
467;8077
951;9015
322;6014
613;4858
52;6029
49;8793
995;4648
216;5081
111;3961
462;2442
480;7936
383;8835
947;7519
349;5687
616;9517
211;1589
445;4546
741;782
284;7927
734;4613
859;7518
385;1117
847;4033
903;24
217;7958
973;7106
949;6260
808;543
417;7889
633;5768
56;6943
742;7061
262;8378
922;1486
376;9184
817;3665
335;7508
0;966
934;6076
924;272
293;150
833;226
873;6992
920;3905
913;3927
699;1091
216;7051
117;9005
827;3377
769;1078
344;2969
954;6242
829;1631
324;8221
364;2125
348;8447
224;2186
247;6302
786;273
431;6450
37;6035
467;4709
385;8465
938;844
893;4712
818;5652
974;1676
290;5085
666;3704
451;5337
310;4692
141;1217
470;7669
242;9782
188;875
651;5843
606;3957
897;8796
319;4365
643;4140
124;3783
814;2453
868;9605
473;123
558;1642
676;1598
950;8644
830;7833
689;8706
423;3423
693;2474
654;3034
981;1456
795;5337
255;6828
122;6589
131;7348
187;1185
990;4029
384;8006
673;1609
573;2799
680;4809
683;3300
562;5930
123;7437
739;3424
864;9528
